Sentence 1,Sentence 2,Relationship
"Helper T-cells - Release cytokines that activate cytotoxic T-cells and B-cells, - Causal","Cytotoxic T-cells - Destroy infected cells and tumor cells by releasing toxins, - Definition",Cause and Effect
"Cytotoxic T-cells - Destroy infected cells and tumor cells by releasing toxins, - Definition","Regulatory T-cells - Suppress immune response to prevent autoimmunity and maintain immune homeostasis, - Definition",Contrast
"Regulatory T-cells - Suppress immune response to prevent autoimmunity and maintain immune homeostasis, - Definition","Helper T-cells and cytotoxic T-cells work together to eliminate pathogens, - Sequential",Cause and Effect
"Helper T-cells and cytotoxic T-cells work together to eliminate pathogens, - Sequential","Regulatory T-cells are crucial to prevent the immune system from attacking healthy cells, - Explanation",Temporal Sequence
"Regulatory T-cells are crucial to prevent the immune system from attacking healthy cells, - Explanation","Helper T-cells and cytotoxic T-cells are different in their functions but essential for a robust immune response, - Comparison",Comparison
"Helper T-cells and cytotoxic T-cells are different in their functions but essential for a robust immune response, - Comparison","Without regulatory T-cells, the immune system could become overactive and attack healthy tissues, - Cause and Effect",Cause and Effect
"Without regulatory T-cells, the immune system could become overactive and attack healthy tissues, - Cause and Effect","Helper T-cells, cytotoxic T-cells, and regulatory T-cells together form a balanced immune response, - Summary",Cause and Effect
"Helper T-cells, cytotoxic T-cells, and regulatory T-cells together form a balanced immune response, - Summary","The immune system relies on the distinct roles of helper, cytotoxic, and regulatory T-cells to function effectively, - Generalization",Generalization
"The immune system relies on the distinct roles of helper, cytotoxic, and regulatory T-cells to function effectively, - Generalization","Helper T-cells activating cytotoxic T-cells is a key step in the immune response to infections, - Causal",Cause and Effect
"Helper T-cells activating cytotoxic T-cells is a key step in the immune response to infections, - Causal","Regulatory T-cells inhibit the activity of other T-cells to maintain immune system balance, - Definition",Cause and Effect
"Regulatory T-cells inhibit the activity of other T-cells to maintain immune system balance, - Definition","Cytotoxic T-cells destroy infected cells, while regulatory T-cells prevent unnecessary destruction, - Contrast",Contrast
"Cytotoxic T-cells destroy infected cells, while regulatory T-cells prevent unnecessary destruction, - Contrast","Helper T-cells, cytotoxic T-cells, and regulatory T-cells are all vital for a healthy immune system, - Addition",Contrast
"Helper T-cells, cytotoxic T-cells, and regulatory T-cells are all vital for a healthy immune system, - Addition","The absence of regulatory T-cells can lead to autoimmune diseases, - Cause and Effect",Cause and Effect
"The absence of regulatory T-cells can lead to autoimmune diseases, - Cause and Effect",Helper,Cause and Effect
